Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Z-score,Combined Score,Genes
GO_Biological_Process_2018,morphogenesis of follicular epithelium (GO:0016333),1/11,0.0378425716929513,0.1345056624303814,0.0503999601850236,0.1875494608760724,-2.940579446128737,9.628399782353574,egh
GO_Biological_Process_2018,phospholipase C-activating G-protein coupled receptor signaling pathway (GO:0007200),1/10,0.034461496392694,0.1345056624303814,0.0462959305230056,0.1875494608760724,-2.821348300561298,9.502054560353953,ninaE
GO_Biological_Process_2018,nitrogen compound transport (GO:0071705),1/9,0.0310687101240235,0.1345056624303814,0.0421746877216196,0.1875494608760724,-2.720430417499424,9.44412129236786,mnd
GO_Biological_Process_2018,oocyte development (GO:0048599),1/9,0.0310687101240235,0.1345056624303814,0.0421746877216196,0.1875494608760724,-2.718586937121367,9.437721550555503,Rok
GO_Biological_Process_2018,negative regulation of response to stimulus (GO:0048585),2/37,0.0074307453579184,0.1345056624303814,0.0120251400109222,0.1875494608760724,-1.8223544922682744,8.933417001520505,Cbp53E;Rok
GO_Biological_Process_2018,carboxylic acid transport (GO:0046942),1/13,0.0445697486118269,0.1388029313911182,0.0585566587147435,0.1877257588207954,-2.8421926258671104,8.841208408981002,mnd
GO_Biological_Process_2018,regulation of neurotransmitter transport (GO:0051588),1/14,0.0479159295133576,0.1437477885400729,0.0626094662116721,0.1913392098244559,-2.8018651260418665,8.512927188065005,Frq2
GO_Biological_Process_2018,pericardial nephrocyte differentiation (GO:0061320),1/11,0.0378425716929513,0.1345056624303814,0.0503999601850236,0.1875494608760724,-2.5581371596520905,8.376161135061697,numb
GO_Biological_Process_2018,"mitochondrial electron transport, ubiquinol to cytochrome c (GO:0006122)",1/16,0.0545736733797252,0.1478788902433333,0.0706643421968435,0.1937774690068268,-2.878399226094239,8.370971236361795,ox
GO_Biological_Process_2018,"regulation of epithelial cell migration, open tracheal system (GO:2000274)",1/12,0.0412119758635071,0.1375134296670085,0.0544868464318864,0.1875494608760724,-2.623163179536021,8.36533660105535,robo2
GO_Biological_Process_2018,regulation of protein modification process (GO:0031399),1/13,0.0445697486118269,0.1388029313911182,0.0585566587147435,0.1877257588207954,-2.6818771945763022,8.342515207711687,Rok
GO_Biological_Process_2018,positive regulation of cell adhesion (GO:0045785),1/14,0.0479159295133576,0.1437477885400729,0.0626094662116721,0.1913392098244559,-2.7355062602814604,8.311308563652862,robo2
GO_Biological_Process_2018,leg disc development (GO:0035218),1/17,0.0578853148353109,0.1478788902433333,0.0746665476907039,0.1937774690068268,-2.9036002579155604,8.273203697923634,Dsp1
GO_Biological_Process_2018,positive regulation of wound healing (GO:0090303),1/13,0.0445697486118269,0.1388029313911182,0.0585566587147435,0.1877257588207954,-2.6573711160560816,8.266284150916926,Rok
GO_Biological_Process_2018,negative regulation of protein kinase activity (GO:0006469),1/10,0.034461496392694,0.1345056624303814,0.0462959305230056,0.1875494608760724,-2.450728684113096,8.253840075127988,pcs
GO_Biological_Process_2018,"negative regulation of female receptivity, post-mating (GO:0045434)",1/17,0.0578853148353109,0.1478788902433333,0.0746665476907039,0.1937774690068268,-2.859000807609383,8.146126860747943,egh
GO_Biological_Process_2018,positive regulation of JAK-STAT cascade (GO:0046427),1/11,0.0378425716929513,0.1345056624303814,0.0503999601850236,0.1875494608760724,-2.473928681574129,8.10043558271671,Imp
GO_Biological_Process_2018,regulation of epithelial cell migration (GO:0010632),1/13,0.0445697486118269,0.1388029313911182,0.0585566587147435,0.1877257588207954,-2.58984350301075,8.056226009585757,robo2
GO_Biological_Process_2018,positive regulation of STAT cascade (GO:1904894),1/11,0.0378425716929513,0.1345056624303814,0.0503999601850236,0.1875494608760724,-2.4555515349291377,8.040262913350519,Imp
GO_Biological_Process_2018,regulation of wound healing (GO:0061041),1/14,0.0479159295133576,0.1437477885400729,0.0626094662116721,0.1913392098244559,-2.612740565649319,7.93830866088023,Rok
GO_Biological_Process_2018,actin nucleation (GO:0045010),1/15,0.0512505579990687,0.1470081795236445,0.0666453378264056,0.1937774690068268,-2.6275113379737625,7.806411787124352,capu
GO_Biological_Process_2018,salivary gland boundary specification (GO:0007432),1/15,0.0512505579990687,0.1470081795236445,0.0666453378264056,0.1937774690068268,-2.5981125027447245,7.71906700175925,robo2
