names,scores,logfoldchanges,pvals,pvals_adj,significant
5-HT1A,17.83321,0.58958596,3.903488612185905e-71,1.7935574773683559e-69,False
Aps,17.76768,0.4578137,1.2578767553177152e-70,5.759497714853692e-69,False
CG43736,17.723797,0.44430193,2.747279058975981e-70,1.2535414622917835e-68,False
fok,17.722881,0.49452832,2.792346296485891e-70,1.2696962865785844e-68,False
AMPdeam,17.708588,0.68889683,3.599976787011358e-70,1.6312860330384915e-68,False
Pdk1,17.699654,0.6085259,4.218930887279647e-70,1.905187999647486e-68,False
jeb,17.6558,0.4705123,9.182352531375646e-70,4.132373103246827e-68,False
Sin3A,17.643448,0.44384992,1.142712569781067e-69,5.125046375253585e-68,False
dpr13,17.581955,0.49074674,3.3869561777995715e-69,1.5087454621174295e-67,False
CG14442,17.508287,0.4788827,1.2386627257470176e-68,5.480561238734532e-67,False
Mkp3,17.497372,0.44021007,1.5003294221546571e-68,6.616049978702802e-67,False
tth,17.440363,0.7053342,4.074844548086744e-68,1.7908873647628062e-66,False
AP-1gamma,17.406466,0.49625745,7.3695090095422855e-68,3.228090596479839e-66,False
Rip11,17.394653,0.8097785,9.057296509901688e-68,3.954217057694953e-66,False
Prp4k,17.344442,0.72341096,2.172783383107141e-67,9.454485575301636e-66,False
Ucp4A,17.332647,0.72600466,2.6676130733870674e-67,1.1569341055240743e-65,False
Gdap2,17.301441,0.43435115,4.587732130172999e-67,1.9766356695935536e-65,False
Cngl,17.282915,0.41557053,6.326743577405537e-67,2.7169848807413775e-65,False
AstC-R2,17.25305,0.9112311,1.0614498786831213e-66,4.54348952956837e-65,False
sbb,17.219948,0.37872887,1.8816068140300685e-66,8.027985436093872e-65,False
CG4612,17.18734,0.4422811,3.3034595519125894e-66,1.4048790282098167e-64,False
Msp300,17.130693,0.41227323,8.760443405356815e-66,3.7135802190256104e-64,False
Usp7,17.105198,0.4334448,1.3573839052352149e-65,5.735492571927961e-64,False
RSG7,17.045212,0.43993255,3.793678102304972e-65,1.5927387841019053e-63,False
hang,17.044872,0.5451269,3.8157424437343315e-65,1.5969003647488168e-63,False
Rga,17.009981,0.5973836,6.926026354525844e-65,2.889362296026163e-63,False
Rgl,16.9406,0.7097878,2.258148812137393e-64,9.360988498516555e-63,False
pyd,16.904177,0.5745818,4.1913507831625245e-64,1.7320295799226017e-62,False
Asap,16.89935,0.7392212,4.54898714690111e-64,1.8739260218629306e-62,False
sno,16.80079,0.42627808,2.408083426135421e-63,9.888945094639239e-62,False
mspo,16.790806,0.51142323,2.8494739034151683e-63,1.1665089272516736e-61,False
milt,16.768208,0.43790886,4.1689605436475443e-63,1.7013761026109435e-61,False
roh,16.610916,0.42613673,5.8099281028696215e-62,2.3637233807990617e-60,False
Unc-115a,16.609398,0.75541216,5.958808802032591e-62,2.4168119280095766e-60,False
CG2924,16.568657,0.43836772,1.1742011565758603e-61,4.747746891865655e-60,False
fend,16.53771,0.42955488,1.9634579692052895e-61,7.914662936603286e-60,False
Ptp10D,16.535309,0.5867761,2.0432947045291696e-61,8.211295324837253e-60,False
jvl,16.455635,0.47231308,7.641581004426324e-61,3.0615248774136074e-59,False
cyri,16.326563,0.5930038,6.388436626832091e-60,2.5439529004000152e-58,False
heph,16.279512,0.43326816,1.3796553348247685e-59,5.460858661124181e-58,False
tei,16.262632,0.42988685,1.817609808408273e-59,7.172735883571507e-58,False
CG1695,16.236572,0.4206931,2.7803031330817382e-59,1.0938911219109916e-57,False
ed,16.235323,0.53423285,2.837489332617828e-59,1.1130581289531605e-57,False
MYPT-75D,16.218464,0.49852285,3.734231746861922e-59,1.460462481711682e-57,False
Reph,16.163092,0.40950054,9.183900885556678e-59,3.570581110565098e-57,False
Rac1,16.117823,0.4957289,1.9122994956967526e-58,7.412840021519476e-57,False
jigr1,16.115149,0.5549711,1.9968052575554114e-58,7.717652320451664e-57,False
Polr2K,16.081875,1.0035399,3.4187594258454265e-58,1.317475589883717e-56,True
CG9932,16.058508,0.4660845,4.984015412589678e-58,1.9150569162818994e-56,False
FBXO11,16.056362,0.53783506,5.159411611878843e-58,1.9766713700204044e-56,False
CG2865,16.00392,0.4682162,1.1997825946134909e-57,4.583239266225548e-56,False
CG9705,15.985372,0.9060533,1.6160072253425217e-57,6.155348100935095e-56,False
cmpy,15.950446,0.46906826,2.828673806970567e-57,1.0712277376772398e-55,False
B4,15.862534,0.47361696,1.1515241112952878e-56,4.3358677210691626e-55,False
UBL3,15.832957,0.4267206,1.8434840425110492e-56,6.921492515039342e-55,False
CG12991,15.756594,0.47979662,6.187990893064013e-56,2.3167062201069573e-54,False
side-VI,15.741637,0.40211746,7.838922228146205e-56,2.926456732956514e-54,False
cic,15.73433,0.40279672,8.798336396042901e-56,3.2753240391048094e-54,False
CG31635,15.673498,0.42239767,2.295885302820699e-55,8.498655989962481e-54,False
lncRNA:CR43651,15.665645,0.61567384,2.5978323872538865e-55,9.589358258680709e-54,False
Rala,15.662457,0.68415314,2.731346484728043e-55,1.0053956346165605e-53,False
bi,15.659668,0.6493759,2.8538481092397428e-55,1.0475535755173033e-53,False
InR,15.613695,0.56248534,5.8734269980173944e-55,2.143964005026294e-53,False
alt,15.613242,0.43323517,5.915268395565105e-55,2.1532560106958736e-53,False
CHES-1-like,15.609995,0.43744752,6.224153583370705e-55,2.2594365259412825e-53,False
rdgB,15.574285,0.39221781,1.0886378259440442e-54,3.940988890008453e-53,False
AnxB10,15.546106,0.6734519,1.690768913393285e-54,6.103954475522296e-53,False
ben,15.513683,0.3963623,2.803246690738681e-54,1.0092456099451234e-52,False
qm,15.449327,0.61302876,7.623423247239669e-54,2.7296840570020843e-52,False
trn,15.4002905,0.60562253,1.629356636453041e-53,5.818308575986253e-52,False
Syn,15.348024,0.4012482,3.6513580850845016e-53,1.3003386611407978e-51,False
CG8860,15.283292,0.6549423,9.882002921305752e-53,3.500253379754148e-51,False
CG45002,15.2647085,0.43729624,1.3141349280417803e-52,4.642216959515332e-51,False
Pde6,15.216158,0.39202976,2.762881264836136e-52,9.733786246973637e-51,False
Klp98A,15.200305,0.5405951,3.519801905028308e-52,1.2367303966304007e-50,False
bin3,15.1635895,0.443392,6.160801886771129e-52,2.1589092691749175e-50,False
Pgant9,15.081424,0.466652,2.1459011522574418e-51,7.440445129766502e-50,False
RabX1,15.070781,1.0858986,2.5211479807916645e-51,8.718527793574543e-50,True
Trf2,15.057933,0.38222292,3.062110311986692e-51,1.0561467614125228e-49,False
Atg13,15.047166,0.8657113,3.603442486153222e-51,1.2396030814277355e-49,False
Dbp80,15.019823,0.42148998,5.445320522338735e-51,1.8683278585914704e-49,False
CG18508,14.998445,0.86363524,7.516010697889074e-51,2.5720806401291755e-49,False
CG12084,14.99028,0.57796735,8.499380665408874e-51,2.901048346081507e-49,False
brp,14.984259,0.35234785,9.305785918579652e-51,3.1680656154418447e-49,False
SLO2,14.965587,0.38964197,1.2323191061601025e-50,4.184471672881113e-49,False
Paf-AHalpha,14.958862,0.78357345,1.3633708927992122e-50,4.617540438730528e-49,False
Chc,14.94648,0.42937934,1.6420321820080892e-50,5.547029538243779e-49,False
CG6340,14.827318,0.45295286,9.755340641848716e-50,3.2702788615952546e-48,False
RhoGAP19D,14.825259,0.37106717,1.0059102537653738e-49,3.3635284083284416e-48,False
dths,14.824841,0.3850321,1.0122032905754358e-49,3.3759805688963963e-48,False
Eip93F,14.729447,0.40787476,4.1710507412722404e-49,1.3876399440774306e-47,False
Rab8,14.727218,0.6819519,4.310944340194261e-49,1.430558575113454e-47,False
Actbeta,14.716782,0.42546913,5.030373334894098e-49,1.6650915867466835e-47,False
NdufV3,14.700174,0.38867265,6.429373959489802e-49,2.1228242010466204e-47,False
Cad87A,14.669863,0.90858674,1.005489056683724e-48,3.311561828040305e-47,False
CG42258,14.64899,0.39992732,1.36733559932765e-48,4.48083718472934e-47,False
GEFmeso,14.647493,1.1307153,1.3977833372199835e-48,4.5692216005989555e-47,True
Kap-alpha3,14.643953,0.46752664,1.4725216270041157e-48,4.801589751975455e-47,False
Sec63,14.606423,0.6341615,2.5558891434993203e-48,8.313598820476378e-47,False
schlank,14.604623,0.44386816,2.62431725086007e-48,8.515099504580786e-47,False
CG4629,14.561542,0.6093008,4.933250592867961e-48,1.5928217700461395e-46,False
kuz,14.551914,0.38062954,5.679106522040233e-48,1.8291455589737918e-46,False
