names,scores,logfoldchanges,pvals,pvals_adj,significant
mtgo,15.827231,0.45522484,2.0191181808381376e-56,7.094447062672184e-55,False
RSG7,15.788947,0.45851654,3.707166755863903e-56,1.2990900890348681e-54,False
Tsp66E,15.7790785,0.48111603,4.334697705307741e-56,1.5149537911023678e-54,False
ckn,15.765376,0.75882626,5.385083116546343e-56,1.8770657091388728e-54,False
CG11768,15.756951,1.7306,6.153070125164651e-56,2.139087156475891e-54,True
capu,15.747992,0.55845505,7.089707937012853e-56,2.4582018997436914e-54,False
lncRNA:CR45102,15.741594,1.263351,7.844257730489112e-56,2.7126681799041426e-54,True
ari-1,15.703662,0.505952,1.4275914931356024e-55,4.9238792155629794e-54,False
Spar,15.702752,0.63085294,1.4482053191616023e-55,4.981902120183931e-54,False
REPTOR,15.702543,0.5247427,1.452990670319444e-55,4.985313420017706e-54,False
unk,15.667475,0.66196436,2.5241013046447534e-55,8.615380582944598e-54,False
AGO2,15.664348,0.93663436,2.651355446193363e-55,9.026285471095074e-54,False
P5CDh1,15.609584,0.55943227,6.264391585869657e-55,2.1216590162348755e-53,False
Ca-beta,15.559377,0.616067,1.3743058541015729e-54,4.630705956089428e-53,False
CG16711,15.558253,0.45690697,1.398642026047182e-54,4.700653417975963e-53,False
Eip78C,15.531864,0.93980175,2.111497493692814e-54,7.078364429749304e-53,False
Galphao,15.525054,0.3792553,2.3480640198079322e-54,7.851376408217821e-53,False
wdb,15.514839,0.3617349,2.753228153785785e-54,9.182784560634265e-53,False
Pka-R2,15.509106,0.45475745,3.010434345779881e-54,9.9647651732729e-53,False
Deaf1,15.492176,0.60603803,3.918006659033247e-54,1.2936312941295453e-52,False
Taf4,15.469334,0.7786151,5.588227048336577e-54,1.835872291054774e-52,False
mtd,15.434339,0.33536723,9.618083213105419e-54,3.1519010349979632e-52,False
CG42337,15.397131,0.5282422,1.7109308625025827e-53,5.59287125973792e-52,False
CG14853,15.3864155,0.69986,2.0191247281731996e-53,6.5839498890630315e-52,False
C3G,15.38527,0.67873174,2.0551569910817057e-53,6.684855945496211e-52,False
pAbp,15.364591,0.3018951,2.8281738599118114e-53,9.176551282247189e-52,False
Cipc,15.356954,0.53440315,3.1817681795933456e-53,1.0298427499516294e-51,False
l(3)neo38,15.277507,0.4297512,1.0799423240508906e-52,3.4868604620031335e-51,False
Bili,15.183752,0.82147294,4.531051999633596e-52,1.4522574226142703e-50,False
nebu,15.178438,0.6953963,4.913453091314841e-52,1.5709899531135844e-50,False
CG13375,15.165328,1.0316331,5.999862869223073e-52,1.9136941253509808e-50,True
Vsp37A,15.15476,1.090286,7.047232231744045e-52,2.242316676933378e-50,True
RhoGAP100F,15.131357,0.40619162,1.0059943417602805e-51,3.185487143390806e-50,False
eIF4G2,15.129339,0.5244535,1.037311756803627e-51,3.276758124076073e-50,False
CG6966,15.094034,0.569726,1.77264952619794e-51,5.58618403447653e-50,False
Dyb,15.07239,0.5673767,2.460517159282304e-51,7.735324399552334e-50,False
Pli,15.0663185,0.66203696,2.697305138958399e-51,8.459495663735637e-50,False
bun,15.065137,0.28485823,2.745964403497292e-51,8.591599577704266e-50,False
CG9674,15.064872,0.44733855,2.7570104391007573e-51,8.605670826656307e-50,False
Polr2K,15.042635,1.2514541,3.858796753145676e-51,1.201621993675055e-49,True
Ca-alpha1D,15.008481,0.4270148,6.46106281789855e-51,2.007206300000115e-49,False
CG32982,15.00786,0.8146623,6.521806432978293e-51,2.0212985456548996e-49,False
Frq2,14.977335,0.56734276,1.0327539344858939e-50,3.193275165430384e-49,False
Arf1,14.966584,0.45552027,1.2139740590984223e-50,3.744796504838583e-49,False
Pp2C1,14.941063,0.63374406,1.7811051128869984e-50,5.481382268957388e-49,False
CG31998,14.934125,0.5331487,1.9765271606128501e-50,6.068584910657352e-49,False
Rgk1,14.933541,0.88644356,1.9938838305134456e-50,6.107605458456221e-49,False
CG8671,14.924336,0.41731834,2.2890078837234804e-50,6.99531455814192e-49,False
PlexA,14.878039,0.4182681,4.577144496512378e-50,1.392320736774749e-48,False
CG31635,14.866724,0.47452465,5.420107732830707e-50,1.6449338502800997e-48,False
CG42402,14.864058,0.51427734,5.640326901922127e-50,1.7078234059483564e-48,False
Snx27,14.852128,0.7869782,6.739438066168786e-50,2.0359300144258397e-48,False
RhoGAPp190,14.828599,0.37229443,9.571031501471595e-50,2.884700113780693e-48,False
Hers,14.813704,0.44499224,1.1947197947808844e-49,3.5926345133216475e-48,False
Sf3b5,14.803199,1.3906499,1.3967844919532862e-49,4.190672376428798e-48,True
Crk,14.794388,0.60970205,1.5922614011732712e-49,4.7662658480223137e-48,False
Pits,14.791403,0.32054356,1.664471556832422e-49,4.9710956200761035e-48,False
EcR,14.774421,0.46309608,2.1419143037875167e-49,6.382516069404026e-48,False
sdt,14.760195,0.35622394,2.6451748259873746e-49,7.86430823264708e-48,False
Rap2l,14.75159,0.6932911,3.0049955638845705e-49,8.913915734764591e-48,False
CG32206,14.749179,0.5383689,3.1143138546420567e-49,9.21738701888542e-48,False
mrva,14.686606,0.53288656,7.855007969338923e-49,2.3196103309007366e-47,False
Eip93F,14.65278,0.49467468,1.2931584056751671e-48,3.801654274939009e-47,False
